#,year,month,taxa,species_portuguese,species_english,species_sci,production_kg,value_rs
965,2017,11,Peixe Ósseo,Parati,Mullet,NA,3877.55,10049.28
966,2017,11,Peixe Ósseo,Pargo-rosa,Common sea bream,Pagrus pagrus,90,900
967,2017,11,Peixe Ósseo,Paru,Paru,NA,2802.6,11573
968,2017,11,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,671.1,12935
969,2017,11,Peixe Ósseo,Pescada-banana,Weakfish,NA,212,955
970,2017,11,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,2399,22846.8
971,2017,11,Peixe Ósseo,Pescada-dentão,Weakfish,NA,8,56
972,2017,11,Peixe Ósseo,Pescada-foguete,Weakfish,NA,3505.3,26040.2
973,2017,11,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,116.5,1252
974,2017,11,Peixe Ósseo,Porco,Porco,NA,80,0
975,2017,11,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,164,1012
976,2017,11,Peixe Ósseo,Robalo,Snook,Centropomus spp.,198,3385
977,2017,11,Peixe Ósseo,Robalo-flecha,Snook,NA,996.4,25232.4
978,2017,11,Peixe Ósseo,Robalo-peva,Snook,NA,617.5,10205.95
979,2017,11,Peixe Ósseo,Saguá,Saguá,NA,278,1929.25
980,2017,11,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,9609.5,2746
981,2017,11,Peixe Ósseo,Sardinha-cascuda,Blackbill sprat,Harengula clupeola,2.8,70
982,2017,11,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,234,928.5
983,2017,11,Peixe Ósseo,Sargo,Sargo,NA,27,171
984,2017,11,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,528,5148
985,2017,11,Peixe Ósseo,Tainha,Mullet,Mugil spp.,842.2,5881.88
986,2017,11,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,46,222
987,2017,11,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,15,90
988,2017,11,,,#N/A,#N/A,0,0
989,2017,12,Crustáceo,Camarão-estuarino,Shrimp,NA,2316008,4978
990,2017,12,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,4283.56,195840.9
991,2017,12,Crustáceo,Camarão-santana,Shrimp,Pleoticus muelleri,24439,242418
992,2017,12,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,231896.61,1679662.35
993,2017,12,Crustáceo,Caranguejo-uçá,Crab,NA,38735.061,228406.76
994,2017,12,Crustáceo,Pitú-de-iguape,Crayfish,NA,2.49,830
995,2017,12,Crustáceo,Siri-azul,Crab,NA,1354.15,19783.1
996,2017,12,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,21.8,278
997,2017,12,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,19130,10521.5
998,2017,12,Molusco,Mexilhão-do-mangue,Mussel,NA,506,3010
999,2017,12,Molusco,Ostra,Oyster,Crassostrea spp.,3054.665,5967.89
1000,2017,12,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,78,1560
1001,2017,12,Peixe Cartilaginoso,Cações agrupados,Shark,NA,125,1031
1002,2017,12,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,312,3432
1003,2017,12,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,540,1218
1004,2017,12,Peixe Cartilaginoso,Tintureira,Blue shark,Prionace glauca,27,0
1005,2017,12,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,262,4208
1006,2017,12,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,106,0
1007,2017,12,Peixe Ósseo,Acará,Acará,NA,1,0
1008,2017,12,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,670,2694.5
1009,2017,12,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,183,540
1010,2017,12,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,6841.7,34289.75
1011,2017,12,Peixe Ósseo,Baiacú,trunkfish,NA,272.5,2564
1012,2017,12,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,2798.4,18278.22
1013,2017,12,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,145,271.5
1014,2017,12,Peixe Ósseo,Caratinga,Mojarra,NA,30,208
1015,2017,12,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,1089.8,10035.2
1016,2017,12,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,1533.2,7543.02
1017,2017,12,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,62,328
1018,2017,12,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,42.3,604.5
1019,2017,12,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,18,480
1020,2017,12,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,4898,18008.5
1021,2017,12,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,434,1230
1022,2017,12,Peixe Ósseo,Manjuba-chata,anchovy,NA,225,800
1023,2017,12,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,74,4292
1024,2017,12,Peixe Ósseo,Miraguaia,Miraguaia,NA,37,185
1025,2017,12,Peixe Ósseo,Mistura,Mistura,NA,3020.8,5637.05
1026,2017,12,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,107,628
1027,2017,12,Peixe Ósseo,Parambiju,Parambiju,NA,69,872
1028,2017,12,Peixe Ósseo,Pararê,Pararê,NA,344,2203
1029,2017,12,Peixe Ósseo,Parati,Mullet,NA,2072.3,6055.35
1030,2017,12,Peixe Ósseo,Paru,Paru,NA,6446,25115.5
1031,2017,12,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,1276.1,24560.5
1032,2017,12,Peixe Ósseo,Pescada-banana,Weakfish,NA,276.5,1448
1033,2017,12,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,2111.8,24777.87
1034,2017,12,Peixe Ósseo,Pescada-dentão,Weakfish,NA,28.5,185.25
1035,2017,12,Peixe Ósseo,Pescada-foguete,Weakfish,NA,7054.6,51461.7
1036,2017,12,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,172,314
1037,2017,12,Peixe Ósseo,Porco,Porco,NA,150,1000
1038,2017,12,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,9,45
1039,2017,12,Peixe Ósseo,Robalo,Snook,Centropomus spp.,294,4567.5
1040,2017,12,Peixe Ósseo,Robalo-flecha,Snook,NA,325.5,6819.5
1041,2017,12,Peixe Ósseo,Robalo-peva,Snook,NA,940.7,24172.25
1042,2017,12,Peixe Ósseo,Saguá,Saguá,NA,138.5,613.5
1043,2017,12,Peixe Ósseo,Salema,Salema,Sarpa salpa,5,10
1044,2017,12,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,40,100
1045,2017,12,Peixe Ósseo,Sardinhas agrupadas,Sardine,NA,60,240
1046,2017,12,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,2,4
1047,2017,12,Peixe Ósseo,Sargo,Sargo,NA,28,190
1048,2017,12,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,672,6739
1049,2017,12,Peixe Ósseo,Tainha,Mullet,Mugil spp.,719.5,5011
1050,2017,12,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,11,55
1051,2017,12,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,74,148
1052,2017,12,,,#N/A,#N/A,0,0
1053,2018,1,Crustáceo,Camarão-estuarino,Shrimp,NA,5121456,12134.13
1054,2018,1,Crustáceo,Camarão-ferrinho,Shrimp,NA,4570,0
1055,2018,1,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,8891.8,411686.14
1056,2018,1,Crustáceo,Camarão-santana,Shrimp,Pleoticus muelleri,3382,21137.5
1057,2018,1,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,170464.8,1243066.01
1058,2018,1,Crustáceo,Caranguejo-uçá,Crab,NA,54785.747,336181.26
1059,2018,1,Crustáceo,Pitú-de-iguape,Crayfish,NA,9075,4212.5
1060,2018,1,Crustáceo,Siri-azul,Crab,NA,1578.51,24147.5
1061,2018,1,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,26880,14784
1062,2018,1,Molusco,Lula,Squid,Loligo sanpaulensis,128,0
1063,2018,1,Molusco,Mexilhão,Mussel,Perna perna,16,144
1064,2018,1,Molusco,Mexilhão-do-mangue,Mussel,NA,260.5,2725.5
1065,2018,1,Molusco,Ostra,Oyster,Crassostrea spp.,1976.14,3888
1066,2018,1,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,65,800
1067,2018,1,Peixe Cartilaginoso,Cações agrupados,Shark,NA,485.8,3948.2
1068,2018,1,Peixe Cartilaginoso,Cambeva,Bronze hammerhead shark,Sphyrna lewini,140,1400
1069,2018,1,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,557,1407.5
1070,2018,1,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,276,2376
1071,2018,1,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,14,0
1072,2018,1,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,320,50
1073,2018,1,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,207,580
1074,2018,1,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,922.5,4720.5
1075,2018,1,Peixe Ósseo,Baiacú,trunkfish,NA,375,4149
1076,2018,1,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,3597.5,25753
1077,2018,1,Peixe Ósseo,Bonito-cachorra,skipjack tuna,NA,44,220
1078,2018,1,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,2,20
1079,2018,1,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,79.8,131
1080,2018,1,Peixe Ósseo,Caratinga,Mojarra,NA,35.5,257.5
1081,2018,1,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,4,2
1082,2018,1,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,1172,13455
1083,2018,1,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,8,41
1084,2018,1,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,2400.8,17467
1085,2018,1,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,70,386
1086,2018,1,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,199,2175
1087,2018,1,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,37,1050
1088,2018,1,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,43,258
1089,2018,1,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,5192,25791.5
1090,2018,1,Peixe Ósseo,Lambari,Lambari,NA,623,1750
1091,2018,1,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,81,339
1092,2018,1,Peixe Ósseo,Manjuba-chata,anchovy,NA,151,455
1093,2018,1,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,20,1000
1094,2018,1,Peixe Ósseo,Maria-luíza,Croaker,NA,7,0
1095,2018,1,Peixe Ósseo,Miraguaia,Miraguaia,NA,151,932
1096,2018,1,Peixe Ósseo,Mistura,Mistura,NA,4129.5,8711.99
1097,2018,1,Peixe Ósseo,Nhacunda,Nhacunda,NA,0.5,0
1098,2018,1,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,3,6
1099,2018,1,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,72.5,451
1100,2018,1,Peixe Ósseo,Pararê,Pararê,NA,146.5,863
1101,2018,1,Peixe Ósseo,Parati,Mullet,NA,1487.5,5547.93
1102,2018,1,Peixe Ósseo,Paru,Paru,NA,1838.5,7053.5
1103,2018,1,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,1358,27258.5
1104,2018,1,Peixe Ósseo,Pescada-banana,Weakfish,NA,51,291
1105,2018,1,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1876.6,19141.26
1106,2018,1,Peixe Ósseo,Pescada-foguete,Weakfish,NA,12336,105540.5
1107,2018,1,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,86.9,1455.7
1108,2018,1,Peixe Ósseo,Porco,Porco,NA,240.8,925
1109,2018,1,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,54,279
1110,2018,1,Peixe Ósseo,Robalo,Snook,Centropomus spp.,1231.6,23467.5
1111,2018,1,Peixe Ósseo,Robalo-flecha,Snook,NA,293,6972.5
1112,2018,1,Peixe Ósseo,Robalo-peva,Snook,NA,1168.9,19771.45
1113,2018,1,Peixe Ósseo,Saguá,Saguá,NA,206.5,1043
1114,2018,1,Peixe Ósseo,Salema,Salema,Sarpa salpa,21,55
1115,2018,1,Peixe Ósseo,Sardinha-verdadeira,Brazilian sardinella,Sardinella brasiliensis,14.5,0
1116,2018,1,Peixe Ósseo,Sargo,Sargo,NA,88,584
1117,2018,1,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,1529,16888
1118,2018,1,Peixe Ósseo,Tainha,Mullet,Mugil spp.,1408.1,9424.8
1119,2018,1,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,93,465
1120,2018,1,Peixe Ósseo,Traíra,Traíra,NA,4,16
1121,2018,1,Peixe Ósseo,Xarelete,Black jack,Caranx latus,3,15
1122,2018,1,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,40,160
1123,2018,1,,,#N/A,#N/A,0,0
1124,2018,2,Crustáceo,Camarão-estuarino,Shrimp,NA,3901.0176,68761.3
1125,2018,2,Crustáceo,Camarão-ferrinho,Shrimp,NA,287,0
1126,2018,2,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,32956.7,1068914.18
1127,2018,2,Crustáceo,Camarão-santana,Shrimp,Pleoticus muelleri,4218,26362.5
1128,2018,2,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,114493.1,1049079.91
1129,2018,2,Crustáceo,Camarões-rosa,Brown shrimp,NA,244.5,12828.75
1130,2018,2,Crustáceo,Caranguejo-uçá,Crab,NA,16263.162,105848.56
1131,2018,2,Crustáceo,Pitú-de-iguape,Crayfish,NA,37275,1242.5
1132,2018,2,Crustáceo,Siri-azul,Crab,NA,1195.08,18163.91
1133,2018,2,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,29.04,730
1134,2018,2,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,32571,17963
1135,2018,2,Molusco,Mexilhão,Mussel,Perna perna,17.5,100
1136,2018,2,Molusco,Mexilhão-do-mangue,Mussel,NA,258,3094
1137,2018,2,Molusco,Ostra,Oyster,Crassostrea spp.,1397.23,3255
1138,2018,2,Peixe Cartilaginoso,Cação-rola-rola,Shark,NA,1144,13893
1139,2018,2,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,565,1334.5
1140,2018,2,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,143,1324
1141,2018,2,Peixe Cartilaginoso,Viola-de-focinho-curto,Viola-de-focinho-curto,NA,145,435
1142,2018,2,Peixe Ósseo,Abrótea,Brazilian codling,Urophycis brasiliensis,56,0
1143,2018,2,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,4,4
1144,2018,2,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,117.5,326
1145,2018,2,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,1103,6205.5
1146,2018,2,Peixe Ósseo,Baiacú,trunkfish,NA,784.7,7925.85
1147,2018,2,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,1026.8,4530.1
1148,2018,2,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,178.1,405.25
1149,2018,2,Peixe Ósseo,Caratinga,Mojarra,NA,42.4,332.75
1150,2018,2,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,266,1925
1151,2018,2,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,25.5,127.5
1152,2018,2,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,1236.5,7171.3
1153,2018,2,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,99,792
1154,2018,2,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,23.5,76.38
1155,2018,2,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,62.5,937.5
1156,2018,2,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,72.6,1678
1157,2018,2,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,18,117
1158,2018,2,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,3015,14418
1159,2018,2,Peixe Ósseo,Lambari,Lambari,NA,209.5,575
1160,2018,2,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,454.7,994
1161,2018,2,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,64.5,1492.5
1162,2018,2,Peixe Ósseo,Miraguaia,Miraguaia,NA,75,645
1163,2018,2,Peixe Ósseo,Mistura,Mistura,NA,3607.5,8341.72
1164,2018,2,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,43.5,300.5
1165,2018,2,Peixe Ósseo,Pararê,Pararê,NA,350,2345
1166,2018,2,Peixe Ósseo,Parati,Mullet,NA,1919.5,5518.3
1167,2018,2,Peixe Ósseo,Paru,Paru,NA,609.7,2312.6
1168,2018,2,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,989.3,19851.6
1169,2018,2,Peixe Ósseo,Pescada-banana,Weakfish,NA,14,42
1170,2018,2,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1592.5,13525.78
1171,2018,2,Peixe Ósseo,Pescada-cambucu,Weakfish,NA,5.7,0
1172,2018,2,Peixe Ósseo,Pescada-dentão,Weakfish,NA,82,541
1173,2018,2,Peixe Ósseo,Pescada-foguete,Weakfish,NA,9442,58952
1174,2018,2,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,73.5,355.4
1175,2018,2,Peixe Ósseo,Porco,Porco,NA,30,0
1176,2018,2,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,49.9,546
1177,2018,2,Peixe Ósseo,Robalo,Snook,Centropomus spp.,948.7,15252.25
1178,2018,2,Peixe Ósseo,Robalo-flecha,Snook,NA,180.3,4403
1179,2018,2,Peixe Ósseo,Robalo-peva,Snook,NA,978.9,13288.64
1180,2018,2,Peixe Ósseo,Saguá,Saguá,NA,225.5,1240
1181,2018,2,Peixe Ósseo,Salema,Salema,Sarpa salpa,10,30
1182,2018,2,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,12.5,125
1183,2018,2,Peixe Ósseo,Sardinhas agrupadas,Sardine,NA,135,270
1184,2018,2,Peixe Ósseo,Sargo,Sargo,NA,239,1677
1185,2018,2,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,821,8414
1186,2018,2,Peixe Ósseo,Tainha,Mullet,Mugil spp.,2713,18698.63
1187,2018,2,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,123,562.5
1188,2018,2,Peixe Ósseo,Traíra,Traíra,NA,7,42
1189,2018,2,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,14,49
1190,2018,2,,,#N/A,#N/A,0,0
1191,2018,3,Crustáceo,Camarão-estuarino,Shrimp,NA,6920.422,121661.06
1192,2018,3,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,11243,278578.98
1193,2018,3,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,9442,57585.86
1194,2018,3,Crustáceo,Caranguejo-uçá,Crab,NA,3360.917,20864.5
1195,2018,3,Crustáceo,Pitú-de-iguape,Crayfish,NA,5715,1905
1196,2018,3,Crustáceo,Siri-azul,Crab,NA,1647.29,23803.8
1197,2018,3,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,20.72,560
1198,2018,3,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,34610,19440.1
1199,2018,3,Molusco,Mexilhão,Mussel,Perna perna,70.2,348
1200,2018,3,Molusco,Mexilhão-do-mangue,Mussel,NA,150.8,1473
1201,2018,3,Molusco,Ostra,Oyster,Crassostrea spp.,3660.522,5264
1202,2018,3,Peixe Cartilaginoso,Cações agrupados,Shark,NA,18,135
1203,2018,3,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,448,1181.5
1204,2018,3,Peixe Cartilaginoso,Raia-ticonha,Raia-ticonha,NA,47,70.5
1205,2018,3,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,54,381
1206,2018,3,Peixe Ósseo,Acará,Acará,NA,7,70
1207,2018,3,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,4,20
1208,2018,3,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,242,748.5
1209,2018,3,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,1429.5,7167.8
1210,2018,3,Peixe Ósseo,Baiacú,trunkfish,NA,1142.6,11102.15
1211,2018,3,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,179.5,585
1212,2018,3,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,84,202.25
1213,2018,3,Peixe Ósseo,Caraputanga,American red,Lutjanus purpureus,3,18
1214,2018,3,Peixe Ósseo,Caratinga,Mojarra,NA,152.6,810.8
1215,2018,3,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,6.5,65
1216,2018,3,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,154,1312
1217,2018,3,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,6,30
1218,2018,3,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,632,2820
1219,2018,3,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,101,507
1220,2018,3,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,3,12
1221,2018,3,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,34,102
1222,2018,3,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,3,90
1223,2018,3,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,22,140
1224,2018,3,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,99.5,136
1225,2018,3,Peixe Ósseo,Lambari,Lambari,NA,16.5,825
1226,2018,3,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,126.6,2034
1227,2018,3,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,135,2290
1228,2018,3,Peixe Ósseo,Miraguaia,Miraguaia,NA,120.5,633.5
1229,2018,3,Peixe Ósseo,Mistura,Mistura,NA,1519,3305.61
1230,2018,3,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,30,15
1231,2018,3,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,19,140
1232,2018,3,Peixe Ósseo,Pararê,Pararê,NA,236,1472
1233,2018,3,Peixe Ósseo,Parati,Mullet,NA,2130.7,6382.64
1234,2018,3,Peixe Ósseo,Parati-barbudo,Parati-barbudo,NA,15,45
1235,2018,3,Peixe Ósseo,Paru,Paru,NA,82,317
1236,2018,3,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,406.9,7358.1
1237,2018,3,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1048.1,8269.34
1238,2018,3,Peixe Ósseo,Pescada-foguete,Weakfish,NA,6871.5,53341.67
1239,2018,3,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,101,1706
1240,2018,3,Peixe Ósseo,Porco,Porco,NA,20,0
1241,2018,3,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,29,222
1242,2018,3,Peixe Ósseo,Robalo,Snook,Centropomus spp.,112,2029.8
1243,2018,3,Peixe Ósseo,Robalo-flecha,Snook,NA,111,2730
1244,2018,3,Peixe Ósseo,Robalo-peva,Snook,NA,836.9,9977.5
1245,2018,3,Peixe Ósseo,Saguá,Saguá,NA,197.3,1072.57
1246,2018,3,Peixe Ósseo,Salema,Salema,Sarpa salpa,10,30
1247,2018,3,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,132.5,1325
1248,2018,3,Peixe Ósseo,Sardinhas agrupadas,Sardine,NA,51.5,427
1249,2018,3,Peixe Ósseo,Sargo,Sargo,NA,19,95
1250,2018,3,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,634,5733
1251,2018,3,Peixe Ósseo,Tainha,Mullet,Mugil spp.,1680.8,12039.27
1252,2018,3,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,64,272
1253,2018,3,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,17,42.5
1254,2018,3,,,#N/A,#N/A,0,0
1255,2018,4,Crustáceo,Camarão-estuarino,Shrimp,NA,3982.8264,79689.15
1256,2018,4,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,10127.6,242420.33
1257,2018,4,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,5126.9,27081.75
1258,2018,4,Crustáceo,Pitú-de-iguape,Crayfish,NA,48675,1622.5
1259,2018,4,Crustáceo,Siri-azul,Crab,NA,1639.65,23984.45
1260,2018,4,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,21.8,496
1261,2018,4,Crustáceo,Siris agrupados,Crab,NA,7,98
1262,2018,4,Molusco,Almeja,Almeja,NA,40,300
1263,2018,4,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,37960,20878
1264,2018,4,Molusco,Mexilhão,Mussel,Perna perna,35,420
1265,2018,4,Molusco,Mexilhão-do-mangue,Mussel,NA,317.5,3648
1266,2018,4,Molusco,Ostra,Oyster,Crassostrea spp.,7165.429,10572.5
1267,2018,4,Peixe Cartilaginoso,Cações agrupados,Shark,NA,25,233
1268,2018,4,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,390,956.5
1269,2018,4,Peixe Ósseo,Acará,Acará,NA,2,16
1270,2018,4,Peixe Ósseo,Albacora-branca,Albacora-branca,Thunnus alalunga,7,70
1271,2018,4,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,42.4,200
1272,2018,4,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,186.5,584.5
1273,2018,4,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,3127,15906.75
1274,2018,4,Peixe Ósseo,Baiacú,trunkfish,NA,2029.5,19361.5
1275,2018,4,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,554.5,1999.5
1276,2018,4,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,25,71
1277,2018,4,Peixe Ósseo,Caratinga,Mojarra,NA,115.6,727.3
1278,2018,4,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,16.5,156
1279,2018,4,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,403,1605
1280,2018,4,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,26,99
1281,2018,4,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,1078.7,5316.7
1282,2018,4,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,122,513
1283,2018,4,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,3,30
1284,2018,4,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,21,590
