"Taxon.Key","MatchName","Country","Year","Exports","Imports","Production"
300044,"Cods","Peru","X2014",848,109,0
300044,"Cods","Peru","X2015",554,8,0
300044,"Cods","Peru","X2016",662,5,0
300061,"Flatfishes","Brazil","X2010",0,0,0
300061,"Flatfishes","Brazil","X2011",0,0,0
300061,"Flatfishes","Brazil","X2012",0,671,0
300061,"Flatfishes","Brazil","X2013",1,1021,0
300061,"Flatfishes","Brazil","X2014",2,1136,0
300061,"Flatfishes","Brazil","X2015",1,2916,0
300061,"Flatfishes","Brazil","X2016",27,1268,0
300061,"Flatfishes","Chile","X2010",0,0,0
300061,"Flatfishes","Chile","X2011",0,0,0
300061,"Flatfishes","Chile","X2012",1,0,0
300061,"Flatfishes","Chile","X2013",2,0,0
300061,"Flatfishes","Chile","X2014",0,0,0
300061,"Flatfishes","Chile","X2015",0,23,0
300061,"Flatfishes","Chile","X2016",0,44,0
300061,"Flatfishes","Peru","X2010",0,0,0
300061,"Flatfishes","Peru","X2011",24,0,0
300061,"Flatfishes","Peru","X2012",0,0,0
300061,"Flatfishes","Peru","X2013",0,0,0
300061,"Flatfishes","Peru","X2014",0,116,0
300061,"Flatfishes","Peru","X2015",20,55,0
300061,"Flatfishes","Peru","X2016",1,33,0
390002,"Squids","Brazil","X2010",1,1950,0
390002,"Squids","Brazil","X2011",0,2963,0
390002,"Squids","Brazil","X2012",0,3495,0
390002,"Squids","Brazil","X2013",0,5332,0
390002,"Squids","Brazil","X2014",0,6143,0
390002,"Squids","Brazil","X2015",0,6278,0
390002,"Squids","Brazil","X2016",0,7431,0
390002,"Squids","Chile","X2010",15452,30,0
390002,"Squids","Chile","X2011",40997,95,0
390002,"Squids","Chile","X2012",62219,115,0
390002,"Squids","Chile","X2013",50033,83,0
390002,"Squids","Chile","X2014",75630,239,1
390002,"Squids","Chile","X2015",68649,424,0
390002,"Squids","Chile","X2016",80460,345,339
390002,"Squids","Peru","X2010",0,0,40
390002,"Squids","Peru","X2011",0,0,0
390002,"Squids","Peru","X2012",0,0,0
390002,"Squids","Peru","X2013",0,0,4
390002,"Squids","Peru","X2014",0,0,0
390002,"Squids","Peru","X2015",0,0,0
390002,"Squids","Peru","X2016",0,0,0
390006,"Cuttlefishes, bobtail squids","Brazil","X2010",0,0,0
390006,"Cuttlefishes, bobtail squids","Brazil","X2011",0,0,0
390006,"Cuttlefishes, bobtail squids","Brazil","X2012",2,108,0
390006,"Cuttlefishes, bobtail squids","Brazil","X2013",0,153,0
390006,"Cuttlefishes, bobtail squids","Brazil","X2014",0,101,0
390006,"Cuttlefishes, bobtail squids","Brazil","X2015",0,90,0
390006,"Cuttlefishes, bobtail squids","Brazil","X2016",0,22,0
390006,"Cuttlefishes, bobtail squids","Chile","X2010",354,0,0
390006,"Cuttlefishes, bobtail squids","Chile","X2011",49,0,0
390006,"Cuttlefishes, bobtail squids","Chile","X2012",0,0,0
390006,"Cuttlefishes, bobtail squids","Chile","X2013",0,0,0
390006,"Cuttlefishes, bobtail squids","Chile","X2014",0,0,0
390006,"Cuttlefishes, bobtail squids","Chile","X2015",53,0,0
390006,"Cuttlefishes, bobtail squids","Chile","X2016",0,7,0
390006,"Cuttlefishes, bobtail squids","Peru","X2010",119,89,0
390006,"Cuttlefishes, bobtail squids","Peru","X2011",2363,204,0
390006,"Cuttlefishes, bobtail squids","Peru","X2012",854,27,0
390006,"Cuttlefishes, bobtail squids","Peru","X2013",326,1,0
390006,"Cuttlefishes, bobtail squids","Peru","X2014",122,37,0
390006,"Cuttlefishes, bobtail squids","Peru","X2015",0,17,0
390006,"Cuttlefishes, bobtail squids","Peru","X2016",1692,1,0
390013,"Crabs, lobsters, shrimps","Brazil","X2010",2427,8,0
390013,"Crabs, lobsters, shrimps","Brazil","X2011",2135,0,0
390013,"Crabs, lobsters, shrimps","Brazil","X2012",1393,0,0
390013,"Crabs, lobsters, shrimps","Brazil","X2013",1886,0,0
390013,"Crabs, lobsters, shrimps","Brazil","X2014",1723,0,0
390013,"Crabs, lobsters, shrimps","Brazil","X2015",1813,0,0
390013,"Crabs, lobsters, shrimps","Brazil","X2016",1155,0,0
390013,"Crabs, lobsters, shrimps","Chile","X2010",46,4,0
390013,"Crabs, lobsters, shrimps","Chile","X2011",86,0,0
390013,"Crabs, lobsters, shrimps","Chile","X2012",53,2,0
390013,"Crabs, lobsters, shrimps","Chile","X2013",48,4,0
390013,"Crabs, lobsters, shrimps","Chile","X2014",63,5,0
390013,"Crabs, lobsters, shrimps","Chile","X2015",64,4,0
390013,"Crabs, lobsters, shrimps","Chile","X2016",86,9,0
390013,"Crabs, lobsters, shrimps","Peru","X2010",0,0,0
390013,"Crabs, lobsters, shrimps","Peru","X2011",0,1,0
390013,"Crabs, lobsters, shrimps","Peru","X2012",4,1,0
390013,"Crabs, lobsters, shrimps","Peru","X2013",66,1,0
390013,"Crabs, lobsters, shrimps","Peru","X2014",0,0,0
390013,"Crabs, lobsters, shrimps","Peru","X2015",10,0,0
390013,"Crabs, lobsters, shrimps","Peru","X2016",1,0,0
400013,"Dogfish sharks","Chile","X2010",0,0,94
400013,"Dogfish sharks","Chile","X2011",0,0,111
400013,"Dogfish sharks","Chile","X2012",0,0,0
400013,"Dogfish sharks","Chile","X2013",0,0,0
400013,"Dogfish sharks","Chile","X2014",0,0,1
400013,"Dogfish sharks","Chile","X2015",0,0,0
400013,"Dogfish sharks","Chile","X2016",0,0,0
400032,"Sturgeons","Chile","X2010",0,0,0
400032,"Sturgeons","Chile","X2011",0,0,0
400032,"Sturgeons","Chile","X2012",0,0,0
400032,"Sturgeons","Chile","X2013",0,0,0
400032,"Sturgeons","Chile","X2014",0,0,0
400032,"Sturgeons","Chile","X2015",0,0,0
400032,"Sturgeons","Chile","X2016",0,0,0
400076,"Salmonids","Brazil","X2010",0,23660,0
400076,"Salmonids","Brazil","X2011",0,33760,0
400076,"Salmonids","Brazil","X2012",28,8723,0
400076,"Salmonids","Brazil","X2013",2,13531,0
400076,"Salmonids","Brazil","X2014",2,18210,0
400076,"Salmonids","Brazil","X2015",0,15333,0
400076,"Salmonids","Brazil","X2016",25,9863,0
400076,"Salmonids","Chile","X2010",45587,242,36136
400076,"Salmonids","Chile","X2011",77732,69,65880
400076,"Salmonids","Chile","X2012",135362,14,114851
400076,"Salmonids","Chile","X2013",167884,5,147582
400076,"Salmonids","Chile","X2014",185533,194,165241
400076,"Salmonids","Chile","X2015",189096,297,170370
400076,"Salmonids","Chile","X2016",185165,715,167161
400076,"Salmonids","Peru","X2010",30,132,0
400076,"Salmonids","Peru","X2011",160,154,0
400076,"Salmonids","Peru","X2012",159,168,0
400076,"Salmonids","Peru","X2013",23,166,0
400076,"Salmonids","Peru","X2014",76,280,0
400076,"Salmonids","Peru","X2015",244,339,0
400076,"Salmonids","Peru","X2016",53,250,0
400082,"Icefishes, noodlefishes","Chile","X2010",0,0,0
400082,"Icefishes, noodlefishes","Chile","X2011",0,0,0
400082,"Icefishes, noodlefishes","Chile","X2012",0,0,0
400082,"Icefishes, noodlefishes","Chile","X2013",234,0,0
400082,"Icefishes, noodlefishes","Chile","X2014",0,0,0
400082,"Icefishes, noodlefishes","Chile","X2015",26,0,0
400082,"Icefishes, noodlefishes","Chile","X2016",94,0,0
400186,"Cuskeels","Chile","X2010",1044,0,1202
400186,"Cuskeels","Chile","X2011",1080,0,1160
400186,"Cuskeels","Chile","X2012",757,0,1154
400186,"Cuskeels","Chile","X2013",745,0,807
400186,"Cuskeels","Chile","X2014",325,0,283
400186,"Cuskeels","Chile","X2015",348,14,579
400186,"Cuskeels","Chile","X2016",244,5,548
400186,"Cuskeels","Peru","X2010",0,0,0
400186,"Cuskeels","Peru","X2011",0,0,0
400186,"Cuskeels","Peru","X2012",0,0,0
400186,"Cuskeels","Peru","X2013",0,0,0
400186,"Cuskeels","Peru","X2014",0,0,0
400186,"Cuskeels","Peru","X2015",0,0,0
400186,"Cuskeels","Peru","X2016",0,0,0
400319,"Pomfrets","Chile","X2010",300,0,0
400319,"Pomfrets","Chile","X2011",78,0,0
400319,"Pomfrets","Chile","X2012",0,0,0
400319,"Pomfrets","Chile","X2013",0,0,0
400319,"Pomfrets","Chile","X2014",0,0,0
400319,"Pomfrets","Chile","X2015",0,2,0
400319,"Pomfrets","Chile","X2016",0,0,0
400323,"Snappers","Brazil","X2010",3087,0,0
400323,"Snappers","Brazil","X2011",2567,33,0
400323,"Snappers","Brazil","X2012",3196,0,0
400323,"Snappers","Brazil","X2013",3538,0,0
400323,"Snappers","Brazil","X2014",2657,0,0
400323,"Snappers","Brazil","X2015",3228,0,0
400323,"Snappers","Brazil","X2016",3918,0,0
400331,"Drums, croakers","Brazil","X2010",2065,2560,2070
400331,"Drums, croakers","Brazil","X2011",1374,1111,1380
400331,"Drums, croakers","Brazil","X2012",1010,1097,1010
400331,"Drums, croakers","Brazil","X2013",2081,1919,2090
400331,"Drums, croakers","Brazil","X2014",2925,1575,2930
400331,"Drums, croakers","Brazil","X2015",2850,709,2850
400331,"Drums, croakers","Brazil","X2016",3720,535,3720
400331,"Drums, croakers","Chile","X2010",1066,0,16
400331,"Drums, croakers","Chile","X2011",3691,2,34
400331,"Drums, croakers","Chile","X2012",2980,1,59
400331,"Drums, croakers","Chile","X2013",380,29,42
400331,"Drums, croakers","Chile","X2014",2155,78,8
400331,"Drums, croakers","Chile","X2015",1902,7,5
400331,"Drums, croakers","Chile","X2016",1351,12,92
400331,"Drums, croakers","Peru","X2010",0,0,4
400331,"Drums, croakers","Peru","X2011",0,0,0
400331,"Drums, croakers","Peru","X2012",0,0,0
400331,"Drums, croakers","Peru","X2013",0,0,0
400331,"Drums, croakers","Peru","X2014",0,0,0
400331,"Drums, croakers","Peru","X2015",0,0,0
400331,"Drums, croakers","Peru","X2016",0,0,0
400416,"Mackerels, tunas, bonitos","Brazil","X2010",4799,5854,0
400416,"Mackerels, tunas, bonitos","Brazil","X2011",9551,8410,0
400416,"Mackerels, tunas, bonitos","Brazil","X2012",14099,4562,0
400416,"Mackerels, tunas, bonitos","Brazil","X2013",8645,3946,0
400416,"Mackerels, tunas, bonitos","Brazil","X2014",6287,4420,0
400416,"Mackerels, tunas, bonitos","Brazil","X2015",6996,4075,0
400416,"Mackerels, tunas, bonitos","Brazil","X2016",6453,7219,0
400416,"Mackerels, tunas, bonitos","Chile","X2010",490,455,22484
400416,"Mackerels, tunas, bonitos","Chile","X2011",74,1859,4900
400416,"Mackerels, tunas, bonitos","Chile","X2012",8,201,4507
400416,"Mackerels, tunas, bonitos","Chile","X2013",0,175,5801
400416,"Mackerels, tunas, bonitos","Chile","X2014",87,246,4602
400416,"Mackerels, tunas, bonitos","Chile","X2015",141,815,10151
400416,"Mackerels, tunas, bonitos","Chile","X2016",166,1465,10912
400416,"Mackerels, tunas, bonitos","Peru","X2010",496,9762,1330
400416,"Mackerels, tunas, bonitos","Peru","X2011",6288,4515,1766
400416,"Mackerels, tunas, bonitos","Peru","X2012",1967,8462,1741
400416,"Mackerels, tunas, bonitos","Peru","X2013",4859,16239,3313
400416,"Mackerels, tunas, bonitos","Peru","X2014",7169,20938,4382
400416,"Mackerels, tunas, bonitos","Peru","X2015",1049,16643,4588
400416,"Mackerels, tunas, bonitos","Peru","X2016",27199,9562,4200
400441,"Soles","Chile","X2010",0,0,0
400441,"Soles","Chile","X2011",0,0,0
400441,"Soles","Chile","X2012",0,1,0
400441,"Soles","Chile","X2013",0,0,0
400441,"Soles","Chile","X2014",0,0,0
400441,"Soles","Chile","X2015",0,0,0
400441,"Soles","Chile","X2016",0,0,0
490011,"Cuttlefishes","Brazil","X2010",0,199,0
490011,"Cuttlefishes","Brazil","X2011",0,179,0
490011,"Cuttlefishes","Brazil","X2012",0,193,0
490011,"Cuttlefishes","Brazil","X2013",0,249,0
490011,"Cuttlefishes","Brazil","X2014",0,668,0
490011,"Cuttlefishes","Brazil","X2015",0,436,0
490011,"Cuttlefishes","Brazil","X2016",0,463,0
490011,"Cuttlefishes","Chile","X2010",4147,155,36325
490011,"Cuttlefishes","Chile","X2011",4693,336,81898
490011,"Cuttlefishes","Chile","X2012",1407,194,68508
490011,"Cuttlefishes","Chile","X2013",1292,195,61720
490011,"Cuttlefishes","Chile","X2014",322,281,101948
490011,"Cuttlefishes","Chile","X2015",68,184,82320
490011,"Cuttlefishes","Chile","X2016",354,155,100152
490011,"Cuttlefishes","Peru","X2010",161182,2575,0
490011,"Cuttlefishes","Peru","X2011",164095,2556,0
490011,"Cuttlefishes","Peru","X2012",181264,1728,0
490011,"Cuttlefishes","Peru","X2013",198441,608,0
490011,"Cuttlefishes","Peru","X2014",197241,3033,0
490011,"Cuttlefishes","Peru","X2015",186199,355,0
490011,"Cuttlefishes","Peru","X2016",125078,334,0
490012,"Octopuses","Brazil","X2010",0,195,0
490012,"Octopuses","Brazil","X2011",82,292,0
490012,"Octopuses","Brazil","X2012",56,108,0
490012,"Octopuses","Brazil","X2013",15,141,0
490012,"Octopuses","Brazil","X2014",0,533,0
490012,"Octopuses","Brazil","X2015",9,339,0
490012,"Octopuses","Brazil","X2016",17,180,0
490012,"Octopuses","Chile","X2010",1600,1,1262
490012,"Octopuses","Chile","X2011",2746,9,2623
490012,"Octopuses","Chile","X2012",1073,41,1647
490012,"Octopuses","Chile","X2013",843,26,1214
490012,"Octopuses","Chile","X2014",1638,31,1850
490012,"Octopuses","Chile","X2015",886,4,1420
490012,"Octopuses","Chile","X2016",1821,19,2481
490012,"Octopuses","Peru","X2010",1663,0,0
490012,"Octopuses","Peru","X2011",1745,1,0
490012,"Octopuses","Peru","X2012",837,6,0
490012,"Octopuses","Peru","X2013",571,1,0
490012,"Octopuses","Peru","X2014",1003,21,0
490012,"Octopuses","Peru","X2015",2107,0,0
490012,"Octopuses","Peru","X2016",3358,0,0
490055,"Scallops","Brazil","X2010",0,57,0
490055,"Scallops","Brazil","X2011",0,65,0
490055,"Scallops","Brazil","X2012",0,51,0
490055,"Scallops","Brazil","X2013",0,73,0
490055,"Scallops","Brazil","X2014",0,93,0
490055,"Scallops","Brazil","X2015",0,30,0
490055,"Scallops","Brazil","X2016",0,106,0
490055,"Scallops","Chile","X2010",1589,58,1336
490055,"Scallops","Chile","X2011",1630,80,1445
490055,"Scallops","Chile","X2012",1008,182,857
490055,"Scallops","Chile","X2013",749,303,905
490055,"Scallops","Chile","X2014",681,257,870
490055,"Scallops","Chile","X2015",796,283,725
490055,"Scallops","Chile","X2016",1014,264,1076
490055,"Scallops","Peru","X2010",12612,27,10320
490055,"Scallops","Peru","X2011",10462,0,6164
490055,"Scallops","Peru","X2012",5820,0,0
490055,"Scallops","Peru","X2013",15121,0,12224
490055,"Scallops","Peru","X2014",12332,1,8340
490055,"Scallops","Peru","X2015",6178,0,2404
490055,"Scallops","Peru","X2016",4372,0,2765
490097,"Marine crabs","Brazil","X2010",350,28,0
490097,"Marine crabs","Brazil","X2011",329,52,0
490097,"Marine crabs","Brazil","X2012",308,30,0
490097,"Marine crabs","Brazil","X2013",114,31,0
490097,"Marine crabs","Brazil","X2014",104,40,0
490097,"Marine crabs","Brazil","X2015",76,27,0
490097,"Marine crabs","Brazil","X2016",175,24,0
490097,"Marine crabs","Chile","X2010",982,27,941
490097,"Marine crabs","Chile","X2011",1509,15,1563
490097,"Marine crabs","Chile","X2012",999,117,1259
490097,"Marine crabs","Chile","X2013",1038,162,1659
490097,"Marine crabs","Chile","X2014",808,36,1458
490097,"Marine crabs","Chile","X2015",728,33,1754
490097,"Marine crabs","Chile","X2016",908,37,2060
490097,"Marine crabs","Peru","X2010",44,2,0
490097,"Marine crabs","Peru","X2011",74,2,0
490097,"Marine crabs","Peru","X2012",244,3,0
490097,"Marine crabs","Peru","X2013",18,2,0
490097,"Marine crabs","Peru","X2014",14,2,0
490097,"Marine crabs","Peru","X2015",4,2,0
490097,"Marine crabs","Peru","X2016",2,0,0
500116,"Dolphinfishes","Chile","X2010",0,0,0
500116,"Dolphinfishes","Chile","X2011",0,0,0
500116,"Dolphinfishes","Chile","X2012",6,0,0
500116,"Dolphinfishes","Chile","X2013",0,0,0
500116,"Dolphinfishes","Chile","X2014",0,0,0
500116,"Dolphinfishes","Chile","X2015",0,0,0
500116,"Dolphinfishes","Chile","X2016",0,0,0
500136,"Trouts","Brazil","X2010",0,5620,0
500136,"Trouts","Brazil","X2011",0,3326,0
500136,"Trouts","Brazil","X2012",0,3954,0
500136,"Trouts","Brazil","X2013",0,2095,0
500136,"Trouts","Brazil","X2014",0,542,0
500136,"Trouts","Brazil","X2015",0,532,0
500136,"Trouts","Brazil","X2016",0,324,0
500136,"Trouts","Chile","X2010",122983,12,96210
500136,"Trouts","Chile","X2011",128830,175,100383
500136,"Trouts","Chile","X2012",139682,239,122912
500136,"Trouts","Chile","X2013",109646,0,60734
500136,"Trouts","Chile","X2014",74721,65,70691
500136,"Trouts","Chile","X2015",65851,25,50981
500136,"Trouts","Chile","X2016",48628,0,36350
500136,"Trouts","Peru","X2010",584,0,13
500136,"Trouts","Peru","X2011",922,0,10
500136,"Trouts","Peru","X2012",1370,0,0
500136,"Trouts","Peru","X2013",1336,16,1
500136,"Trouts","Peru","X2014",767,0,0
500136,"Trouts","Peru","X2015",1862,23,136
500136,"Trouts","Peru","X2016",2523,68,15
500158,"Grenadiers","Brazil","X2010",0,1605,0
500158,"Grenadiers","Brazil","X2011",0,828,0
500158,"Grenadiers","Brazil","X2012",0,913,0
500158,"Grenadiers","Brazil","X2013",0,787,0
500158,"Grenadiers","Brazil","X2014",0,239,0
500158,"Grenadiers","Brazil","X2015",0,194,0
500158,"Grenadiers","Brazil","X2016",0,686,0
500158,"Grenadiers","Chile","X2010",254,0,15608
500158,"Grenadiers","Chile","X2011",247,0,11334
500158,"Grenadiers","Chile","X2012",89,0,15244
500158,"Grenadiers","Chile","X2013",386,0,10696
500158,"Grenadiers","Chile","X2014",239,0,9392
500158,"Grenadiers","Chile","X2015",0,0,6916
500158,"Grenadiers","Chile","X2016",0,0,4353
500158,"Grenadiers ","Chile","X2010",13686,0,6649
500158,"Grenadiers ","Chile","X2011",11410,0,5799
500158,"Grenadiers ","Chile","X2012",9101,0,4100
500158,"Grenadiers ","Chile","X2013",9679,0,4344
500158,"Grenadiers ","Chile","X2014",10049,0,4990
500158,"Grenadiers ","Chile","X2015",10941,0,6089
500158,"Grenadiers ","Chile","X2016",7457,317,3364
500352,"Shads","Brazil","X2010",0,294,0
500352,"Shads","Brazil","X2011",0,440,0
500352,"Shads","Brazil","X2012",0,0,0
500352,"Shads","Brazil","X2013",0,0,0
500352,"Shads","Brazil","X2014",0,0,0
500352,"Shads","Brazil","X2015",0,0,0
500352,"Shads","Brazil","X2016",0,0,0
500538,"Marlins","Brazil","X2010",0,42,0
500538,"Marlins","Brazil","X2011",2,27,0
500538,"Marlins","Brazil","X2012",0,0,0
500538,"Marlins","Brazil","X2013",0,0,0
500538,"Marlins","Brazil","X2014",0,3,0
500538,"Marlins","Brazil","X2015",0,6,0
500538,"Marlins","Brazil","X2016",0,0,0
500538,"Marlins","Chile","X2010",0,0,0
500538,"Marlins","Chile","X2011",0,0,0
500538,"Marlins","Chile","X2012",0,0,0
500538,"Marlins","Chile","X2013",0,0,0
500538,"Marlins","Chile","X2014",0,0,0
500538,"Marlins","Chile","X2015",0,0,0
500538,"Marlins","Chile","X2016",0,0,0
500654,"Hakes","Brazil","X2010",0,43697,0
500654,"Hakes","Brazil","X2011",0,34366,0
500654,"Hakes","Brazil","X2012",0,21725,0
500654,"Hakes","Brazil","X2013",0,25850,0
500654,"Hakes","Brazil","X2014",2,30498,0
500654,"Hakes","Brazil","X2015",0,24196,0
500654,"Hakes","Brazil","X2016",17,24264,0
500654,"Hakes","Chile","X2010",4540,69,4024
500654,"Hakes","Chile","X2011",3596,69,3395
500654,"Hakes","Chile","X2012",5255,49,5760
500654,"Hakes","Chile","X2013",5277,48,5500
500654,"Hakes","Chile","X2014",3896,209,4160
500654,"Hakes","Chile","X2015",3023,219,3358
500654,"Hakes","Chile","X2016",2912,541,3155
500654,"Hakes","Peru","X2010",8658,1,4047
500654,"Hakes","Peru","X2011",8326,192,4831
500654,"Hakes","Peru","X2012",7940,112,4837
500654,"Hakes","Peru","X2013",9340,1647,4139
500654,"Hakes","Peru","X2014",12285,299,4685
500654,"Hakes","Peru","X2015",9382,64,4223
500654,"Hakes","Peru","X2016",7846,30,3022
500661,"Jacks, horse mackerels","Brazil","X2010",0,0,0
500661,"Jacks, horse mackerels","Brazil","X2011",0,0,0
500661,"Jacks, horse mackerels","Brazil","X2012",0,0,0
500661,"Jacks, horse mackerels","Brazil","X2013",0,0,0
500661,"Jacks, horse mackerels","Brazil","X2014",0,2,0
500661,"Jacks, horse mackerels","Brazil","X2015",9,0,0
500661,"Jacks, horse mackerels","Brazil","X2016",2,3,0
500661,"Jacks, horse mackerels","Chile","X2010",76178,2896,148358
500661,"Jacks, horse mackerels","Chile","X2011",70008,16819,113728
500661,"Jacks, horse mackerels","Chile","X2012",89537,13016,122679
500661,"Jacks, horse mackerels","Chile","X2013",124538,9554,148732
500661,"Jacks, horse mackerels","Chile","X2014",123005,5413,167526
500661,"Jacks, horse mackerels","Chile","X2015",79040,12481,130868
500661,"Jacks, horse mackerels","Chile","X2016",86340,12788,144621
500661,"Jacks, horse mackerels","Peru","X2010",0,0,4166
500661,"Jacks, horse mackerels","Peru","X2011",0,0,137142
500661,"Jacks, horse mackerels","Peru","X2012",48436,5823,86657
500661,"Jacks, horse mackerels","Peru","X2013",8787,23844,19919
500661,"Jacks, horse mackerels","Peru","X2014",7843,21148,27206
500661,"Jacks, horse mackerels","Peru","X2015",75,42559,2931
500661,"Jacks, horse mackerels","Peru","X2016",64,44154,1276
500901,"Groupers","Brazil","X2010",0,0,0
500901,"Groupers","Brazil","X2011",0,0,0
500901,"Groupers","Brazil","X2012",0,0,0
500901,"Groupers","Brazil","X2013",0,0,0
500901,"Groupers","Brazil","X2014",0,0,0
500901,"Groupers","Brazil","X2015",0,0,0
500901,"Groupers","Brazil","X2016",1,0,0
500903,"Subtropical seabreams","Brazil","X2010",0,0,0
500903,"Subtropical seabreams","Brazil","X2011",0,0,0
500903,"Subtropical seabreams","Brazil","X2012",6,0,0
500903,"Subtropical seabreams","Brazil","X2013",0,0,0
500903,"Subtropical seabreams","Brazil","X2014",2,0,0
500903,"Subtropical seabreams","Brazil","X2015",0,0,0
500903,"Subtropical seabreams","Brazil","X2016",0,0,0
500903,"Subtropical seabreams","Chile","X2010",0,0,1895
500903,"Subtropical seabreams","Chile","X2011",0,0,1913
500903,"Subtropical seabreams","Chile","X2012",0,0,1340
500903,"Subtropical seabreams","Chile","X2013",0,0,1937
500903,"Subtropical seabreams","Chile","X2014",0,0,1965
500903,"Subtropical seabreams","Chile","X2015",0,0,2666
500903,"Subtropical seabreams","Chile","X2016",0,0,3781
500903,"Subtropical seabreams","Peru","X2010",0,0,0
500903,"Subtropical seabreams","Peru","X2011",0,0,0
500903,"Subtropical seabreams","Peru","X2012",0,25,0
500903,"Subtropical seabreams","Peru","X2013",0,52,0
500903,"Subtropical seabreams","Peru","X2014",0,44,0
500903,"Subtropical seabreams","Peru","X2015",11,83,3
500903,"Subtropical seabreams","Peru","X2016",28,495,7
501143,"Grunts","Chile","X2010",0,0,0
501143,"Grunts","Chile","X2011",0,0,0
501143,"Grunts","Chile","X2012",0,0,0
501143,"Grunts","Chile","X2013",0,0,0
501143,"Grunts","Chile","X2014",0,0,0
501143,"Grunts","Chile","X2015",0,0,0
501143,"Grunts","Chile","X2016",0,0,0
501682,"Sea catfishes","Brazil","X2010",0,0,0
501682,"Sea catfishes","Brazil","X2011",0,0,0
501682,"Sea catfishes","Brazil","X2012",0,0,0
501682,"Sea catfishes","Brazil","X2013",0,0,0
501682,"Sea catfishes","Brazil","X2014",0,0,0
501682,"Sea catfishes","Brazil","X2015",0,0,0
501682,"Sea catfishes","Brazil","X2016",0,0,0
501905,"Tunas","Brazil","X2010",3078,2295,2960
501905,"Tunas","Brazil","X2011",3037,3411,3420
501905,"Tunas","Brazil","X2012",3566,2669,3780
501905,"Tunas","Brazil","X2013",2507,2257,2345
501905,"Tunas","Brazil","X2014",2095,3681,1800
501905,"Tunas","Brazil","X2015",2573,2389,2000
501905,"Tunas","Brazil","X2016",1958,1812,1550
501905,"Tunas","Chile","X2010",92,10744,0
501905,"Tunas","Chile","X2011",215,12432,0
501905,"Tunas","Chile","X2012",203,11114,1
501905,"Tunas","Chile","X2013",135,14127,0
501905,"Tunas","Chile","X2014",89,15473,0
501905,"Tunas","Chile","X2015",145,18659,0
501905,"Tunas","Chile","X2016",358,14971,16
501905,"Tunas","Peru","X2010",2838,7702,9248
501905,"Tunas","Peru","X2011",2629,11566,6216
501905,"Tunas","Peru","X2012",1024,10372,1891
501905,"Tunas","Peru","X2013",3447,13456,7224
501905,"Tunas","Peru","X2014",2821,11139,6725
501905,"Tunas","Peru","X2015",4483,15688,10619
501905,"Tunas","Peru","X2016",2241,14413,10182
502682,"Seabasses","Brazil","X2010",0,42,0
502682,"Seabasses","Brazil","X2011",0,4,0
502682,"Seabasses","Brazil","X2012",0,0,0
502682,"Seabasses","Brazil","X2013",0,0,0
502682,"Seabasses","Brazil","X2014",0,0,0
502682,"Seabasses","Brazil","X2015",0,0,0
502682,"Seabasses","Brazil","X2016",0,0,0
502682,"Seabasses","Chile","X2010",0,0,0
502682,"Seabasses","Chile","X2011",0,0,0
502682,"Seabasses","Chile","X2012",0,0,0
502682,"Seabasses","Chile","X2013",0,0,0
502682,"Seabasses","Chile","X2014",0,0,2
502682,"Seabasses","Chile","X2015",0,3,1
502682,"Seabasses","Chile","X2016",0,0,0
502682,"Seabasses","Peru","X2010",0,0,0
502682,"Seabasses","Peru","X2011",0,0,0
502682,"Seabasses","Peru","X2012",0,7,0
502682,"Seabasses","Peru","X2013",0,7,0
502682,"Seabasses","Peru","X2014",0,11,0
502682,"Seabasses","Peru","X2015",0,24,0
502682,"Seabasses","Peru","X2016",0,34,0
502794,"Weakfishes","Brazil","X2010",176,146,0
502794,"Weakfishes","Brazil","X2011",44,27,0
502794,"Weakfishes","Brazil","X2012",0,15,0
502794,"Weakfishes","Brazil","X2013",343,11,0
502794,"Weakfishes","Brazil","X2014",184,0,0
502794,"Weakfishes","Brazil","X2015",1257,3,0
502794,"Weakfishes","Brazil","X2016",1762,0,0
505586,"Anchovies","Brazil","X2010",0,163,0
505586,"Anchovies","Brazil","X2011",0,176,0
505586,"Anchovies","Brazil","X2012",0,226,0
505586,"Anchovies","Brazil","X2013",0,117,0
505586,"Anchovies","Brazil","X2014",0,157,0
505586,"Anchovies","Brazil","X2015",0,89,0
505586,"Anchovies","Brazil","X2016",0,111,0
505586,"Anchovies","Chile","X2010",676,394,582
505586,"Anchovies","Chile","X2011",733,760,768
505586,"Anchovies","Chile","X2012",726,701,273
505586,"Anchovies","Chile","X2013",373,681,10
505586,"Anchovies","Chile","X2014",416,601,24
505586,"Anchovies","Chile","X2015",338,609,0
505586,"Anchovies","Chile","X2016",439,231,0
505586,"Anchovies","Peru","X2010",9975,3202,54478
505586,"Anchovies","Peru","X2011",8442,3038,53083
505586,"Anchovies","Peru","X2012",12158,1790,35751
505586,"Anchovies","Peru","X2013",11086,1526,41818
505586,"Anchovies","Peru","X2014",8602,870,21626
505586,"Anchovies","Peru","X2015",11406,1057,28666
505586,"Anchovies","Peru","X2016",7038,256,23107
509279,"Eels","Brazil","X2010",0,1,0
509279,"Eels","Brazil","X2011",0,1,0
509279,"Eels","Brazil","X2012",0,1,0
509279,"Eels","Brazil","X2013",0,2,0
509279,"Eels","Brazil","X2014",0,2,0
509279,"Eels","Brazil","X2015",0,1,0
